iter	RMSE
436	0.2675920487
437	0.2675487792
438	0.2675167812
439	0.2671924401
440	0.2668786401
441	0.2668366429
442	0.2665079869
443	0.2663332294
444	0.2659555161
445	0.2655941586
446	0.2653051667
447	0.2651675636
448	0.2648695167
449	0.2647036081
450	0.2645676564
451	0.2642706056
452	0.2639442227
453	0.2637365451
454	0.2635665687
455	0.2634502221
456	0.2633384345
457	0.2630390423
458	0.2628908498
459	0.2627878479
460	0.2626465489
461	0.2625277401
462	0.2623985865
463	0.2622941056
464	0.2621324859
465	0.2620290026
466	0.2619005769
467	0.2617890479
468	0.2617084149
469	0.2615372631
470	0.2615021665
471	0.261217544
472	0.2611062333
473	0.26080001
474	0.260527617
475	0.2604085237
476	0.2602485668
477	0.2599759503
478	0.2598287605
479	0.2597587487
480	0.2597084486
481	0.2595069514
482	0.2593035844
483	0.2589523768
484	0.2588408425
485	0.258509582
486	0.2584641536
487	0.2582120877
488	0.2580187663
489	0.2579723785
490	0.2579323071
491	0.2576779188
492	0.2574980404
493	0.2574035152
494	0.257366433
495	0.2570985583
496	0.2569328109
497	0.2568882921
498	0.2568507315
499	0.2568203448
500	0.256718771
501	0.2564236626
502	0.2563422848
503	0.2563102411
504	0.2561701151
505	0.2560294243
506	0.2558487117
507	0.2557390389
508	0.25564825
509	0.2554987693
510	0.2554203382
511	0.2552590078
512	0.2552239864
513	0.2551891297
514	0.2550750177
515	0.2549463542
516	0.2548452902
517	0.2546711543
518	0.2545603354
519	0.2544324574
520	0.2543052664
521	0.2540819056
522	0.2536744041
523	0.2535365
524	0.2534144387
525	0.2533059502
526	0.2531224781
527	0.2529647416
528	0.2528010691
529	0.2526815139
530	0.2524880786
531	0.2522838098
532	0.2522492316
533	0.2520717015
534	0.2519384186
535	0.2518172262
536	0.2517164306
537	0.251641171
538	0.2515399221
539	0.2513818957
540	0.2513160589
541	0.251236269
542	0.2509683152
543	0.2507175143
544	0.2505758727
545	0.2504416303
546	0.250414855
547	0.2503240263
548	0.2502966854
549	0.2501239719
550	0.2500353554
551	0.24986316
552	0.2496075022
553	0.2495750383
554	0.2494961725
555	0.2494713637
556	0.2493264056
557	0.249249661
558	0.2489955168
559	0.2487508512
560	0.2486322125
561	0.2485162054
562	0.248430165
563	0.2483120439
564	0.2481105925
565	0.2480092943
566	0.2478704905
567	0.2477509451
568	0.2476777869
569	0.2474341343
570	0.2472206618
571	0.2469423092
572	0.2467850491
573	0.246677715
574	0.2465656634
575	0.2463624116
576	0.2462526451
577	0.2461369874
578	0.2460278077
579	0.2459815471
580	0.245849064
581	0.2457542989
582	0.2456484161
583	0.2456268587
584	0.2454768944
585	0.2453668336
586	0.2453198024
587	0.2450522495
588	0.2449434533
589	0.244621989
590	0.2444340988
591	0.2442870271
592	0.2441372622
593	0.2438869106
594	0.2438232656
595	0.2436316176
596	0.2434918623
597	0.2433415778
598	0.2432024968
599	0.2431568713
600	0.2429984872
601	0.2427541473
602	0.24272239
603	0.2426163142
604	0.2424739178
605	0.242444912
606	0.2423243389
607	0.2420870978
608	0.2418772135
609	0.2417425773
610	0.241574083
611	0.2413317223
612	0.2413050553
613	0.241253471
614	0.2412296104
615	0.2411321907
616	0.2409390764
617	0.2408107964
618	0.2407002806
619	0.2403696611
620	0.2401447017
621	0.2399471196
622	0.239921767
623	0.2398939029
624	0.2397403734
625	0.2396410904
626	0.239611658
627	0.2395145704
628	0.2393359872
629	0.2391558923
630	0.2388463076
631	0.2387881961
632	0.2386298202
633	0.2384843017
634	0.2382355697
635	0.2381274854
636	0.2379784129
637	0.2378827194
638	0.2376741076
639	0.2375805008
640	0.2374915752
641	0.2372613381
642	0.2370125566
643	0.2369835957
644	0.2368935842
645	0.2367742255
646	0.2366179003
647	0.2366011522
648	0.2365317492
649	0.236287168
650	0.236208486
651	0.2360017253
652	0.2358302718
653	0.2357440658
654	0.2356225974
655	0.2355942512
656	0.2353023164
657	0.2350057384
658	0.2348772953
659	0.2345919796
660	0.2344555318
661	0.2342896144
662	0.2341953139
663	0.2340506894
664	0.2339688694
665	0.2339341533
666	0.2338004795
667	0.2336259562
668	0.2335447046
669	0.2332845737
670	0.233107654
671	0.2329706107
672	0.232923545
673	0.2327392306
674	0.2325483535
675	0.2324937743
676	0.2322490359
677	0.232134869
678	0.2320089045
679	0.2319317853
680	0.2317768108
681	0.2315052361
682	0.2314606043
683	0.2314331349
684	0.2314031704
685	0.2312606667
686	0.2310288264
687	0.2309058273
688	0.2305160212
689	0.2302893571
690	0.2302110914
691	0.230189818
692	0.2301736217
693	0.2299232666
694	0.2298015327
695	0.229774276
696	0.2296317549
697	0.2296050387
698	0.2294095027
699	0.2292388484
700	0.2291190627
701	0.229017121
702	0.2288189279
703	0.2286539853
704	0.2286277006
705	0.2282672453
706	0.228033439
707	0.2278556023
708	0.227714295
709	0.2274928949
710	0.2273053848
711	0.2272034169
712	0.2271776639
713	0.227102381
714	0.2268528258
715	0.2268298918
716	0.2267687221
717	0.2265397931
718	0.226351387
719	0.2262384468
720	0.2262137811
721	0.2260921906
722	0.2258339781
723	0.2256924556
724	0.2255915097
725	0.2255661967
726	0.2254010215
727	0.2253084
728	0.2252447034
729	0.2251691871
730	0.2251065689
731	0.2250347421
732	0.2249454694
733	0.224922171
734	0.224877496
735	0.2246405061
736	0.2244526087
737	0.2242836625
738	0.2241134094
739	0.2239201309
740	0.2238669618
741	0.2237959075
742	0.2237264503
743	0.2235107074
744	0.2234242331
745	0.223395585
746	0.223249022
747	0.2230272118
748	0.2228391109
749	0.222783103
750	0.2225563151
751	0.2224873282
752	0.222370173
753	0.2221616787
754	0.222138796
755	0.2219807579
756	0.2217716601
757	0.2217041446
758	0.2213701201
759	0.2212536549
760	0.2211562041
761	0.2208814285
762	0.220824699
763	0.220667734
764	0.2205439144
765	0.2204773208
766	0.22038423
767	0.2203668893
768	0.220226165
769	0.2202038333
770	0.2201847132
771	0.2200019513
772	0.219980586
773	0.2198899102
774	0.2197717929
775	0.2196456342
776	0.2195698049
777	0.2194189922
778	0.2193302773
779	0.2191691668
780	0.2191439789
781	0.218965643
782	0.2188852371
783	0.2187571864
784	0.2185126064
785	0.2183260367
786	0.2182053611
787	0.2179864113
788	0.2178400194
789	0.217623529
790	0.2174653594
791	0.2174424579
792	0.2173743554
793	0.2171621952
794	0.2169897849
795	0.2169038529
796	0.2168812682
797	0.2168539079
798	0.2166258891
799	0.2163115359
800	0.2162942132
801	0.2162087881
802	0.2159752469
803	0.2156759218
804	0.2154522105
805	0.2153585535
806	0.21530161
807	0.2150733492
808	0.214956189
809	0.2147514113
810	0.2147162321
811	0.214652586
812	0.2145521657
813	0.2144150857
814	0.2142028685
815	0.2140142663
816	0.2139163839
817	0.213741349
818	0.2137189587
819	0.2135741267
820	0.2134895104
821	0.213429308
822	0.2133139558
823	0.2132385902
824	0.2130544851
825	0.2130325539
826	0.2128665322
827	0.2127259701
828	0.2125293961
829	0.2123381293
830	0.2120224263
831	0.2118415786
832	0.2118249769
833	0.2116984028
834	0.2114633755
835	0.2114040436
836	0.2113279368
837	0.2111826388
838	0.2111610708
839	0.2108837902
840	0.2106576548
841	0.2103958755
842	0.210182245
843	0.2100216056
844	0.2099639302
845	0.20984966
846	0.2097310211
847	0.2096728375
848	0.2094975175
849	0.2094285526
850	0.2093713827
851	0.2093336207
852	0.2091442632
853	0.2089564376
854	0.2088978075
855	0.2087408791
856	0.2086246683
857	0.2086039438
858	0.2085326228
859	0.208402518
860	0.208316571
861	0.2081625877
862	0.208057446
863	0.2079294657
864	0.2078957574
865	0.2078382147
866	0.2076227443
867	0.2075624642
868	0.207411673
869	0.2072396897
870	0.2069991296
871	0.206887581
872	0.2066782927
873	0.2065850591
874	0.2065301415
875	0.2063691332
876	0.2063034407
877	0.2062828766
878	0.2062641836
879	0.2061306683
880	0.2060286283
881	0.2059039164
882	0.205796219
883	0.2055304738
884	0.205510341
885	0.2054410096
886	0.2053389431
887	0.2051909949
888	0.2050950403
889	0.2049487716
890	0.2048833524
891	0.204847622
892	0.2047429016
893	0.2045687647
894	0.2044501623
895	0.2043409147
896	0.2041692972
897	0.20406697
898	0.2040186559
899	0.2039370438
900	0.2038452756
901	0.2036664289
902	0.2034978158
903	0.2034495689
904	0.2033869668
905	0.2031601285
906	0.2029613267
907	0.2028657637
908	0.2027554898
909	0.2027145533
910	0.2026091968
911	0.2024780928
912	0.2023964245
913	0.2022904632
914	0.2021884845
915	0.2020520069
916	0.2019337257
917	0.2017567104
918	0.2016693327
919	0.2016494967
920	0.2015123156
921	0.2013020854
922	0.2012254682
923	0.2011523112
924	0.2010834658
925	0.2009904125
926	0.2008328863
927	0.2008162465
928	0.2005767829
929	0.2005305615
930	0.2005166211
931	0.2004456607
932	0.2003095101
933	0.2001910167
934	0.2001744436
935	0.2001026799
936	0.1999962336
937	0.1999664976
938	0.1998184432
939	0.1997050084
940	0.1996347477
941	0.1994907373
942	0.1994763525
943	0.1993878459
944	0.199283392
945	0.1992442192
946	0.1992354061
947	0.1991421432
948	0.1990716571
949	0.1990231803
950	0.1989384882
951	0.198870877
952	0.1988047813
953	0.1987466048
954	0.198609799
955	0.1985460906
956	0.1985022072
957	0.1983585968
958	0.1982446396
959	0.1981626792
960	0.1981138304
961	0.1980816604
962	0.1980201184
963	0.1979599353
964	0.1979491852
965	0.1979407135
966	0.1978947856
967	0.1978796151
968	0.1977839241
969	0.1976744407
970	0.197660901
971	0.197577506
972	0.1975594424
973	0.1975304537
974	0.1974923931
975	0.1973602294
976	0.1973209332
977	0.1972150518
978	0.197086056
979	0.1970588966
980	0.1969366813
981	0.1968525695
982	0.1968377084
983	0.1967453419
984	0.1966902784
985	0.1966458817
986	0.1966307423
987	0.1965764057
988	0.1963862955
989	0.1963331174
990	0.1961505723
991	0.1961303705
992	0.1959975584
993	0.1958603095
994	0.1957970686
995	0.1957879656
996	0.195707563
997	0.195689046
998	0.1956112349
999	0.1954931066
